text,label,score
". Rudy-G, Chrispy-C, Da R-Nold, use, abuse &amp; lose, t'is Gr8's way. Bye T-REX. You 'd fossil fuel. Soon shalt be fossilized.",neg,-0.7845
Y don't u review all the latest Laptops &amp; Notebooks...?,neu,0.0
For the full video go here ▶ 1 ▶,neu,0.0
"""I ain't ever did this before, no""",neg,-0.296
If I feel like her bf can't beat me in a fight I'm going to shoot the ball,neg,-0.3612
as you can tell we aren't okay and I refuse to believe Stefan is gone,neu,0.0572
"Very true.. If you are unable to learn, it means you are imperfect.",neg,-0.3182
"today is 's birthday, could you wish her a happy birthday? you still have 9 minutes",pos,0.7506
Remember The World’s ‘Hottest FELON’? He Is A --,neu,0.0
"Oh shit.. I just saw previews of a freak nik documentary.. If you're in your early 20's, then you might wanna skip this one.. Bless up..",neu,-0.0258
The Best Home Remedies To Get Instant Relief &gt;&gt;,pos,0.8074
"Check out my Brand new video ""Trickin Off The Streets""",neu,0.0
"i'd tell you ""i love you,"" but i'm not a fucking liar",pos,0.7564
111 I need backup!Battle ID: 14E3B2AE Lvl 100 Xeno Vohu Manah,neu,0.0
Jimmy Corkill was the best,pos,0.6369
I earned a steps bonus of 356 calories.,pos,0.5423
I'm suppose to be getting my car next week,neu,0.0
I like how qur's 10 mins is like 1 hour later,pos,0.6124
attack5h4rmony6:,neu,0.0
"Your boyfriend should never come before your best friends, and if he does you have your priorities wrong.",pos,0.6369
KEEP IT UP WITH THE VOODOO REAP!!!!!,neu,0.0
is that what it is? Did not know they were playing until I saw it at the liquor store.,pos,0.2023
"I added a video to a playlist LOONEY TUNES CARTOONS COMPILATION: [ULTRA HD 4K] Bugs Bunny, Daffy Duck",neu,0.0
"Hey , if y'all ever have a , can win user of the year?! I think it is most appropriate.",pos,0.6239
also: I AM NOT YOUR FUCKING ROLL MODEL LOL??? ANYWAYS,pos,0.7181
"thank you, sweetheart.",pos,0.7783
I'm not gonna act up tonight,neu,0.0
happy birthday!! I love you!,pos,0.8682
"Speaking of forced ships, junbob appeared again las... — Smh the ship doesn't even make sense all the Junhoe...",neg,-0.6486
SEO : TraianNeacsu yes exactly! glad you liked it. (via Twitter ),pos,0.8313
I love myself fr !,pos,0.6696
rip to my youth and you could call this the funeral,neg,-0.3612
been about you since i met you,neu,0.0
I miss my puppy,neg,-0.1531
"martystuart ・・・ A row of boots belonging to the man in black, displayed in Marty's…",neu,0.0
Interesting fact is when headliner post jungkook pictures everyone attached him now you can see similar photos from different fansites&amp;,pos,0.4019
I was sleeping and running errands. Lol,pos,0.4215
I don't kno what it is like to be black.Or to be trans.But I do know what it feels like to be marginalized. Can we all try to be empathetic?,pos,0.7717
I'll getcha all you can eat just have some patience with me.,neu,0.0
"extension seems more logical. PoMo is one of those guys in the 80s that'd ring the doorbell, shake your hand &amp; sell you a vacuum",pos,0.3612
I liked a video Samurai Jack S04E11 L Tale of X9,pos,0.4215
fax. lol if I remember correctly…yes,pos,0.4215
an I for one am hoping you will vote for I know try to kill him but he fighting for the Dutch ppl.,neg,-0.6369
Only cheese pizza I eat out of the pizza chains,neu,0.0
Well that explains everything.,pos,0.2732
So am I,neu,0.0
22 Ed Sheeran Songs That?ll Make You Feel The Most Feelings Ever,neu,0.0
Hah! You never know where I will be Todd!,neu,0.0
A Former ER Nurse on Why You Need Travel Insurance |,neu,0.0
Do you know you are there in everyone's dream?,pos,0.25
I used to love this show lol,pos,0.7906
Apparently the Left ignores cop killers... Per usual..,neg,-0.2732
Pre-election reports were that his office took control of the Clinton Fdn and public corruption investigations to s…,neu,0.0
I'm abt 4 days away from taking out my weave and just shaving my head,neu,0.0
the face when a drunkard calls into Vikings FanLine and your finger is hovering above the dump button.,neg,-0.3818
hello sir this is my daughter 2nd video to impress and make you smile. Pls retweet if she could make you sm…,pos,0.6908
"I fell asleep before the last fight scene, not gonna lie",neg,-0.3818
I added a video to a playlist Last Pigeon Parade Show at Media Island,neu,0.0
lol don't look for happiness on the internet,neu,-0.032
we GET IT yuri is the most beautiful woman in the world,pos,0.6361
Monday i take my drivers test 🤘,neu,0.0
"i got reasons why i tease em, boys just come and go like seasons",neu,0.0516
those aren't real,neu,0.0
I'm earning in Quick Pool.,neu,0.0
I want mac and cheese,neu,0.0772
Bitches don't even be knowing you in real life but think they know your life more than ya mama🤦‍️,neg,-0.3506
"Wow! I just entered for a chance to win ""Luxury Lambo Pet Carrier Backpack - Airline A..."" by Pet Magasin.",pos,0.8718
Well... Apart from you of course &lt;3,neu,0.0
"I can't believe I said ""too"".",neu,0.0
Dont eat like shit then complain that you're fat.. dontttt,neg,-0.5574
I liked a video DROPPED 52 AND A TRIPLE DOUBLE EASY!! CHINO HILLS STATE PLAYOFFS OPENER REACTION!,pos,0.8079
I think about Solar saying she was gonna yiff Jimin's ass a lot I,neg,-0.5423
"I care about my feelings , so if you don't ? That's fine but get tf away from me",pos,0.2033
12 Wealthiest Doctors From All Around The World &gt;&gt;,pos,0.4939
I added a video to a playlist Last Pigeon Parade Show at Media Island,neu,0.0
Said the same thing walking out of the theater,neu,0.0
This should surely interest you,pos,0.7096
"I actually got very discouraged yesterday at Vs, only took about 30 mins + food.",neg,-0.4576
The Munster's Theme by Jack Marshall at,neu,0.0
I liked a video .17 HMR VMAX Ballistic Strawberry Jello,pos,0.4215
I hate my life so much lmaosoos,neg,-0.5719
Sometimes the main dude doesn't know what to do,neu,0.0
"I wouldn't go that far, but he's REALLY an outlier on this one. The only person I've heard that enjoyed it.",pos,0.6652
attack5h4rmony6:,neu,0.0
"I had to delete my time hop, I'm done with my dumb self from a year ago",neg,-0.5106
"""men, you can't pray for Ruth and entertain Jezebel at the same time""",neu,0.0869
My little Iron Man is watching Captain America and ready to save the world! …,pos,0.7177
"But then men were going ""over"" it was some operation. I saw this one student. He was nervous.",neg,-0.2732
I already did a shitty dio cosplay in 3 minutes,neg,-0.5574
Can't go home alone again Need someone to numb the pain,neg,-0.6072
"[INFO] ranks 3rd in March 2017 Boy group Brand Reputation with total reputation index of 3,715,501 poin…",neu,0.0
Or I'll pay you to be madly in love with me that's what I'm into ;))),pos,0.2732
Seen for the 2nd time today w/ Mom dukes happy for the fella well deserved and…,pos,0.7003
This woman is a godsend on humanity.,pos,0.5859
Amazing win by Hempfield over state Allen. Lot of credit to for showing the blueprint to beat their high flying offense.,pos,0.8481
"by Ron Duwell | March 11, 2017 We waited a decade for The Last Guardian to come out, and come out it did. The ...…",neu,0.0
You wasn't fw me the gym!,neu,0.0
do you ever do girl nights and then end up inviting your boyfriends because y'all suck..?,pos,0.3182
You're going to eat slime just because you did not follow me.,neu,0.0
But I'm in Arizona ?,neu,0.0
I want to order something to eat but I wanna be frugal with my money for the rest of the semester,neu,0.0387
You're getting as whiny as Woodley,neu,0.0
Feel like I'm in never ending competition....,pos,0.3612
"the , , &amp; of choice !",neu,0.0
but... you just.. smh,neg,-0.3182
Imagine your godsister cat fishing you for 8 years,neu,0.0
"""Quotation of the Day: The Tortoise Whose Sex Drive Saved His Species"" by Unknown Author via NYT The New York Times",pos,0.4215
As a pels fan who watches him almost every night I agree. He doesn't make that many threes every game tho.,pos,0.5478
is my new best friend,pos,0.8126
Jaxen Hashley fouls out with 3:30 to play. They give someone a tech on the way out.,pos,0.34
MY NEW FAVORITE VIDEO EVER,pos,0.4588
"Greetings. Allow me, to introduce you to my House &amp; Techno label on beatport.",pos,0.5719
My face when I see on my tl,neu,0.0
This is tragic,neg,-0.4588
me when I see gay shit on the tl,neg,-0.5574
Help I need backup!Battle ID: FF50EA14 Lvl 100 Xeno Vohu Manah,pos,0.4574
WAIT I THOUGHT THAT PICTURE WAS FROM TODAY I DEADASS SHHSJSJS I FUCKED UP,neg,-0.6597
"whoa!! the measurements for the lab uniform is taken!! hereafter, weakly 2wice uniform, uniform luks like hotel server!! bhoa.....!!!",neg,-0.3544
I liked a video from Kylie Cosmetics Royal Peach Palette Tutorial,pos,0.4215
"Mircetic said VC prepared today by merely resting and watching some film. “This time of year, that’s the most important thing.”",pos,0.4576
I told my boss I want April 1st off cuz I know I'm gonna be sick that day LMFAO,pos,0.3034
now back to being depressed i suppose cya,neg,-0.5106
It's the truth. I'm not laughing at you guys I'm laughing at the situation relax lil girl,neu,-0.0145
Ugh do I wanna go to the beach ?,neg,-0.4215
Kids my age out here getting pregnant and engaged while I'm out here waking up to my mom washing my feet..,pos,0.4019
He promises His presence even when the outcomes may not be as hoped. He promises inner peace even in the midst of chaos.,pos,0.4245
I'm extra nice to my dad when he gimme money ️️️️️,pos,0.4215
"Recently, every movie I've watched has had Nicole Kidman play a damsel in distress.",neg,-0.25
He promises His presence even when the outcomes may not be as hoped. He promises inner peace even in the midst of chaos.,pos,0.4245
"The first time they plead 5th, send to Gitmo.",neu,0.0
trying to lol i fell asleep for 15 mins earlier,pos,0.4215
You are full of sh-t! Go hide in your safe space.,pos,0.3595
i hate u so much,neg,-0.5719
!! Burn!!!!,neu,0.0
Thread- yes.,pos,0.4019
Geert Wilders will win the elections in the Netherlands 🇳🇱,pos,0.5859
Me when people ask me if I'm ready for summer.,pos,0.3612
How infuriating is it that there are so many idiot trumpers worried about Muslims and Democrats and NOT trump putti…,neg,-0.8473
"Lee, you owned. Presence, substance..., always rocking it!",neu,0.0
I’m not sure what im watching….Popstar…..🤣,neg,-0.2411
My moms house is always the spot to be when family is in town,neu,0.0
GET PUMEPD YALL THE Q&amp;A IS STARTING IN 10 MINUETS,neu,0.0
that is said bilgates am I right dear,pos,0.3818
The Alternative Facts of Life,neu,0.0
As I do my makeup haha,pos,0.4588
annoying/manipulative/gross/can't stand i just HATE HIM,pos,0.5485
give the prince his crown,neu,0.0
unless you yourself are a criminal you should feel stupid and dusrespected but your iq might not be high enough to,neg,-0.5267
is there gonna be any place to watch the samurai jack ep after it airs tho bc i'm gonna be at my dj shift in the middle,neu,0.0
I HATE YOU,neg,-0.5719
I really would smack this lady son🤦‍️,neu,0.0
943: Poorer By Degrees - Reframing the climate fight [18:39] / What pollsters don't know [1:02:12] / What's inside…,neg,-0.6249
"""It all started with the fucking table""",neu,0.0
"If my Pokémon has Iron Ball and I use Bulldoze is it calculated ""(actual speed/2)+apply Bulldoze"" or ""(actual speed+apply Bulldoze)/2""?",neu,0.0
10 Of The Most Bizarre Eyes That Will --,neg,-0.3804
I left my wallet in holland and we're going out to the GR bars,neu,0.0
Enter for a chance to win the $380 Paypal Cash Spring Giveaway!,pos,0.7263
Interesting special on a escort who married well. Jackie O never took her clothes off for the camera.,pos,0.7579
So apparently senate has passed a bill that allows doctors to withhold information about the health of their unborn child w/o repercussions,neu,0.0
Why not both?,neu,0.0
"🤙 ...yeah, I gotta vacuum, lol 🤣 …",pos,0.4215
Stockton University CC be like..,neu,0.0
Who gave him the authority??? Like...,pos,0.212
It's really neat I love it too I'm jealous I wanna get my foot done so bad lol,pos,0.5201
I look forward to all of my clocks finally having the correct time tomorrow.,neu,0.0
uh.... What kind of limited? I saw some character that not available in 3rd bday,neg,-0.2944
"""im too old for this dojin and shit"" ""bitch you sound like a 40 years old woman""",neg,-0.7096
remember one thing when you say something in speech people held you responsible for it personally so try to get them done,pos,0.3182
yup. I was like nooooo,pos,0.3612
i keep wasting time,neg,-0.4019
What's up with the per capita songwriting output of Iceland?,neu,0.0
"at a certain point, you had accept that the Grizzlies’ drafting woes would take affect. I think we’re there now.",pos,0.2023
"i cant rn, at a friend's having dinner. Bad mobile connection/limited data for that",neg,-0.5423
I've been sucked down the anti-Crean rabbit hole AGAIN. This is all 's fault.,neg,-0.6908
I want me a babygirl that goes to church!,pos,0.1511
", In our 'Full Album' Show we can feature a Whole Album, do you consider to upload, If you haven't already done so?",neu,0.0
thank you!!,pos,0.4738
i know right?,neu,0.0
Okay the black ones look better.,pos,0.5859
A lil DOA if the stream isnt racist today! [XBOXONE],neg,-0.2744
Girls power Adorooo,neu,0.0
"I'll bet its fun in the sound booth! Wish I could be in there!! Brian wit a ""y""",pos,0.783
Yes!! Please end Daylight Saving Time!!,pos,0.7326
aight bc I need to earn some stripes fr🅱️,neu,0.0
Knowing you've got to make a change isn't enough. You've got to find the guts to do it.,neu,0.0
Incredible time with WUSA9!! Check out our preview of just 2 out of 130+ coming 2 the ! Time 2,neu,0.0
"Ain't bad for a first ""real"" song",pos,0.431
I think you should buy this shirt!!,neu,0.0
I'll be waiting!!!,neu,0.0
From SF Ferry Building: It's the last midnight! San Francisco Ferry Building,neu,0.0
you guys are purposely displacing large numbers of people in Venice Beach from the homes to the streets.,neu,0.0
"This boy always talking bout how he gon eat my ass toooooo funny , I be too high",neg,-0.1531
If one of your friends found a way to generate tens of thousands of dollars online(Using Twitter) is that something that might interest you?,pos,0.7269
Twista - Next To You (Official Video) ft. Jeremih,neu,0.0
Are you putting on your tweets. We are using tweet deck this year &amp; I don't see any from you for the past 2 days.,neu,0.0
"No way I would have ordered it from any other staff member there. I was never a fan of the band, but that's become outright hate since.",neg,-0.7981
it's hard to even fathom which parts I should believe,neg,-0.1027
Beaware! NEVER Eat At These Restaurants! You Have &gt;&gt;,neu,0.0
"Bruh, I can't feel my nose",neu,0.0
Finally going to see Logan. I've been mentally preparing myself all day,neu,0.0
You could win a trip to the red carpet premiere of the new in LA + $500 cash!,pos,0.6239
Beaware! NEVER Eat At These Restaurants! You Have &gt;&gt;,neu,0.0
your local jewel has girl outside selling! I promise! If not come to my jewel lol,pos,0.8652
you're the dancing one,neu,0.0
I'll never understand how people don't realize their lights aren't on while driving at night.,neu,0.0
Hey Michael Pierce thanks for the follow!,pos,0.4926
so I guess he would know a bad qb then huh? Hoping he can get it going this year!,neg,-0.2481
"When your cousin decides to get married and gives you perfume, lotion, body mist, and starbucks stuff to be her braidsmaid",neu,0.0
Really makes you wonder how we can get so salty about silly stuff like crits when guys like that still smile when life gives them nothing,pos,0.7823
HE'S SO PRECIOUS I LOVE MY SMOL BEEN,pos,0.8581
if you are interested in the title I can open the door to the world of memes for you,pos,0.4019
thank you!,pos,0.4199
I CANT BREATHE,neu,0.0
When you see someone that follows you post the same thing you did yesterday...like it was their idea....,neu,0.0
The baby and the grandbaby at the mall to ride the,neu,0.0
I don't doubt it :),neu,-0.0951
I have like 5 Twitter crushes smh,neg,-0.4019
Morning Joe Just Called Trump What The Rest Of The Media Refuses To,neu,0.0
Spotify is the only one who understands me.,neu,0.0
"...here I am, the one that you love...",neu,0.0
angie diaz is the biggest cluck i've ever met,neu,0.0
I liked a video Robert Irwin and Jimmy Cuddle a Sloth,pos,0.4215
Insanity: doing the same thing over and over again and expecting different results. Albert Einstein,neg,-0.5719
spent everyday since last friday w justin except today and I'm being a big baby bc i miss him wtf,neg,-0.6597
"I advise you not to hide your feelings, dont pretend to be okay when your not okay. It'll only lead you to your misery. -xxx",neu,-0.0222
These Guys Had A Brilliant Idea! You Can --,pos,0.6239
"It's really funny leaving your office for the day, going a floor up to thank your staff, and then going ""home,"" which is six more floors up.",pos,0.6901
"I'm super cold, my jacket thin",pos,0.5994
Me:I throw my dollars up hiiiiggggghhhhh and they land on the stage you dance on!,neu,0.0
Heat are gonna mess around and finesse the 6th seed,neg,-0.3612
"Restaurant Manager - The Gathering Spot - Santa Rosa Beach, FL, 32459, USA …",neu,0.0
I'm live on !,neu,0.0
I would love to have a beer there,pos,0.6369
I don't need to be invited to hell because I'm already living on one,neg,-0.6808
I don’t do fashion. I am fashion. NadineOn ASAPMarSorpresa,neu,0.0
"""You're stuck in the past I'm writing the future""",neg,-0.25
Thanks for the best shopping experience ever!!,pos,0.8264
The Sexiest Independent Escorts Post your Escort Ads! Join us Now!,pos,0.4184
Fun read for the weekend - Central Asia's Lost Civilization |,pos,0.25
ok so i didnt have subtitles so i didnt know what was happening when that woman took him in and was giving him fanta soda,pos,0.5574
All I wanted was breadsticks and guess what they forgot ? ... my breadsticks,neu,0.0
I wish more people felt that way and understood :/! Much love to you and your son!! ️️,pos,0.8306
Nah honestly tho how can you get out of a 8 month relationship and then go inactive then come back on and have another girl on your dick?,neg,-0.1779
u think THEY alter the weather,neu,0.0
Last day of being a minor. Damn. I feel old.,neg,-0.4019
I'm dead omg,neg,-0.6486
- TESD 327 &amp; 328 are without download buttons in the $Mod¢o$t Soundcloud widgets. Please fix?,pos,0.3182
I want my dad!,pos,0.1511
Phew. Thought it would never leave,neu,0.0382
my guilty pleasure is thbat i greatly enjoy the bgm,pos,0.659
LMAOOO i'm weak,neg,-0.4404
‘Guardians Of The Galaxy Vol. 2′ Trailer Debuts At Kids’ Choice Awards 2017 — Watch,pos,0.4588
Believe good things are on the way,pos,0.4404
ik i don't understand why they CONSTANTLY tweet about her. they're more obsessed with her than 5h,neg,-0.2484
"I try to live by three things: good words, good thoughts, and good deeds.",pos,0.8271
I'm right huh,neu,0.0
"I'm having complications, every time I try doing a stunt series it doesn't let me join and gets me stuck underneath the map.",neg,-0.4382
FINE (Only on the inside),pos,0.368
"That's why I knew it couldn't be true, cuz I know how he feels about Pop.",neg,-0.3252
The First Viral Trend Of 2017 Is Both,neu,0.0
words can't describe how proud of you I am!! we only go up from here!! te amo hermano ️,neg,-0.575
"The accents, though. Those accents. Oof. The Wonder Woman theme is dreadful as well, but I figured WB would keep that.",neg,-0.1027
Baby I need Ur Love ️,pos,0.6369
"revisited his'acc, i feel nothing at all",neu,0.0
I'm about to get Justus salty he better quit playing with me,pos,0.5719
I just earned the '2X (Level 50)' badge on !,neu,0.0
You can vote every minutes elf~~,neu,0.0
Fetus 5SOS is the best,pos,0.6369
Women Eat A Beyoncé-Endorsed Diet For A Week | Wow I like the white girl,pos,0.743
I liked a video 110606 Heechul sing Because You're My Girl (Lee Seung Gi),pos,0.4215
literally every single person in there came up to me and was like what the fuck..,pos,0.3612
I watched Buffy and Smallville and Merlin and many others from first to last episode. I'm over a decade into Supernatural.,neu,0.0
"As long as it got you closer to the WHO that you are going to be, everything is okay.",pos,0.2263
"there you go moving your own goal posts again. ""that wasn't Stein who lost""",pos,0.2411
"baby you winter time cold.. the night is still young, drink that dinner wine slow.",neu,0.0
he looked into the camera like he was in the office,pos,0.3612
I WANTED TO MARRY ALL OF THEM,neu,0.0
Going yolo with the shotgun,pos,0.2732
WTF A JOKE RIGHT nobody is like that in real life right,neu,-0.0258
i have vesperia! just no 360,neg,-0.3595
"Uh, this is getting really bad",neg,-0.5849
I've put quite a bit of muscle and I have NEVER had a spotter. You got it,neu,0.0
"Come to conquer the world &amp; ""Bad Things""",neg,-0.5423
I wonder why you're so faxcinated by the phone.,neu,0.0
"check out the latest: Bridgeside Live: ""Another Lie"" by Amber Lamps S2 Ep5 Song 5/12",neu,0.0
"im done w the game, some1 buy my shoes lolz",pos,0.5719
This is a big day for Mom. Bagpiping in the St. Patrick's Day Parade + staying up to watch ND state bball. Will she make it to 10pm?,neu,0.0
keeping everything to my self has been so hard but I've learned my lesson in opening up to ppl,neg,-0.1111
"Ethan said it was needlessly cruel, and then continued to show the clip of the cockroaches getting killed cruelly, thanks.",neg,-0.8807
Feminism is present at the wrong places and is been practiced by wrong people.,neg,-0.7351
I liked a video from WONDER WOMAN Official Trailer (2017) Gal Gadot Superhero Movie,pos,0.4215
i did it was so nice,pos,0.5598
"Smile everyday, breath tht fresh air like its your last, love others like its the last moment, see the worlds beauty.",pos,0.9501
I’ve defeated the RIDER in ! Join my adventures now!,pos,0.2695
Who's surprised?,pos,0.2263
Meet hot men near you:,neu,0.0
I do a little dance every time my period ends because fuck that shit.,neg,-0.7964
"""You wanna do something gay to the rock""",neu,0.0
wish you could keep her :(,neu,-0.0516
Always. Always. Always. Always. Fucking always,neu,0.0
I post things that you might not agree with and that is OK. Two people sharing the exact same opinions on issues make for boring talk.,pos,0.3233
YOU DESERVE IT! It's just the beginning my love Can't wait for the future!!!,pos,0.7482
Sunday 2 am which I guess is trcbinallu tonight,neu,0.0
If You Are Using BLACK Or RED Bed &gt;&gt;,neu,0.0
I use to make FREE calls... Download here . Add me on Dingtone./ My ID: 19022824.,pos,0.6166
When you win a Benz for your dog! …,pos,0.6239
How do I get a family member to break up with a guy that's too old for her. If he was rich it'd be different. Plus he's short.,pos,0.5574
"How about the evil repent for her salvos in the alt-right's sick war on the LGBTI community and LGBTI kids. Sick, evil sinner",neg,-0.9652
"I would care because unless if you have 1,000 dollars your mother will be paying for your stupid actions :)",pos,0.4215
on 895TheMix Stream I Will Always Love You by Whitney Houston,pos,0.6369
I need a puppy NOW,neu,0.0
For the full video and more &gt;&gt;&gt;,neu,0.0
Now and then Earl Sawyer now took steps toward quitting it and drag the earth again beneath his sway.,neg,-0.2263
Anthony Davis and Shaquille O'Neal are the only players since '84-85 with multiple 45/20 games (via ):,neg,-0.4215
When comes on the speakers. I truly love his music.,pos,0.7964
Holy shit!,neg,-0.5983
Please RT! Have you seen Azazel? in 27313,pos,0.3802
ugggggggh i wanted to see the sub bc i dont like dub...but i shall just to see it.,neg,-0.2755
Lol the stutter on the look tooooooo accurate,pos,0.2023
Babysitting a 10 month years old made me realize how I'm not ready to be a mom yet,neg,-0.2755
"I couldnt make up my mind about what to eat for lunch today. Easy solution = Tapas/Meze menu. Lots of tasty little morsels, all for me.",pos,0.6369
The Innocent Five-year-old Little Boy Was Killed By &gt;&gt;,neg,-0.4284
Crazy Experiments That Went Terrible Wrong For The --,neg,-0.8225
I know lmao Travis Scott ain't dat ugly,pos,0.7651
tru you're not good at art,neg,-0.3412
Here’s What Happens To Your Body When You,neu,0.0
These Guys Had A Brilliant Idea! You Can,pos,0.6239
"Wow! I just entered for a chance to win ""Rabbit Stew"" by Wendy Wahman (Illustrator).",pos,0.8718
VOTE Wasn't sure so I made the options different things,neg,-0.2411
Watching Blazing Saddles for the first time. I know...I know.,neu,0.0
I posted a new photo to Facebook,neu,0.0
I cant wait untill i get ready to go to college so i can far far away from my mom,pos,0.3612
I just choked! Lmao,pos,0.2714
modest is the hottest,neu,0.0
. we've seen this crap before! Not falling for it don't be fooled by them,neg,-0.4035
I can't,neu,0.0
"What an incredible high stakes, high pressure shot!",neg,-0.3595
And he's only 24!,neu,0.0
with the ballerina turn and swing,neu,0.0
I thought you'd find it interesting.,pos,0.4019
I just accidentally told my parents I got booty called instead of butt dial,neg,-0.34
"You have to know your ""WHY"" before you focus on the ""HOW"" and the ""WHEN""",neu,0.0
"Glacier's Hashley fouls out of game, and picks up a technical in the process.",neu,0.0
The Red Cross gala at Julia Morgan ballroom has the best opportunities to people watch because expansive hallway and a gorgeous ballroom.,pos,0.8957
I need backup!Battle ID: 90D2C032 Lvl 100 Nezha,neu,0.0
"I have done serious pieces. I wrote this. I play piano so badly, and it is so much work to play that I just had to write this.",pos,0.204
"Tesco chairman’s ‘humorous’ remark calling white men ‘endangered species’ backfires: John Allan, chairman of the…",neu,0.0
sure I'll definitely see it,pos,0.6124
THE OLIVE LMAOO SHES WEIRD !! I GOT MAD WHEN SHE DIDNT CARE ABOUT JAS DUDE SHSS SELFISHHH,neg,-0.4619
nick dissing the childhoods on the tl,neu,0.0
im so proud of ryoha I knew she could do it,pos,0.5256
Anyway let me drink my Heineken and go sleep I'll eat when i wake up later,neu,0.0
"I liked a video Minecraft: TOO MANY GUNS (ROCKET LAUNCHERS, LASER GUNS, &amp; FUTURISTIC GUNS) Mod",pos,0.4215
I'm cold,neu,0.0
i really luv myself hahahahaha,neu,0.0
DEADASS I KNEW ABOUT THIS SINCE 2015 AND I STILL HSVENT BOUGHT BEC IM PICKY BITCH WHO WANTS THE REAL BOOK NOT PDFS,neg,-0.6739
The is widely regarded as the finest piece of literature in the Arabic language &amp;S,neu,0.0
"Another Hollywood talentless hack trying to sound intelligent and oh so loving. Give it up, Mr Bono. Your angst isn…",pos,0.75
I need help choosing a winning design on 99designs. Vote now to have your say.,pos,0.7269
little c-u-t-i-e-s,neu,0.0
Shout out to Cox Mill for winning the 3A state championship tonight! Proud YL leader,pos,0.8655
South China Sea Disputes Expected to Take Center Stage at ASEAN Summit - The National…,neg,-0.2732
"Road to the Olympic Games: Dual moguls, short track &amp; snowboard cross - CBC Sports - … …",neu,0.0
: The time for Fajr has set in according to Krugersdorp Local Time. Fajr : 04:51 (12 Mar),neu,0.0
Literally all of this is me to a T I'm baffled,neu,0.0
And it's funny once you've moved on from not getting what you thought you wanted you find something you think you want even more,pos,0.4939
I did it with love,pos,0.6369
"After wave one, the Wildcats lead, 2-0. Flight two is set to get underway in just under 10 minutes.",neu,0.0
I liked a video History Of X-23!,pos,0.4753
&lt;== ==&gt; - that offers leveraged contracts that are bought and sold in…,neu,0.0
the man done say it look nothing like the picture cross it off ur list,neg,-0.2755
Strip District Terminal Building speaks of deep history. I grew up in a founder's home. via,neu,0.0
hahaha you are damn straight i play nintendo. what other insults you gonna attempt to have?,pos,0.34
Worst Teletubbies episode — the last one,neg,-0.6249
no fr!,neg,-0.3595
Hi ZigiMixer.. I know You smoke some heavy drugs but please put down twitter while u do,pos,0.4497
When Sharon or mike tries to explain a drill honestly though hahahahah,pos,0.4588
Still can't stop watching the burton dunk,pos,0.2235
"I'll throw up, I hate patron",neg,-0.5719
how long have you been single again? Are you having issues? SASSY DAISY I LIVE FOR IT,neu,0.0
Have to be up in 3 hours to drive down to Glasgow and can I sleep?? No I can't,neg,-0.3736
This is a REAL singer. I loved this tour.,pos,0.5994
I just got Free Instagram Followers on,pos,0.5106
first picture dumb pretty,neu,-0.0258
"Can you recommend anyone for this in , DC?",pos,0.3612
"Can you recommend anyone for this ? Project Manager, Supply Chain - …",pos,0.3612
"Simple, Treat like EVERY other team you report on.",pos,0.6369
Vacuum forming technique is wicked cause the totter entranceway tubs: YiRQVazjf,neg,-0.5267
Meet The World’s Most Complex Human Doll Rodrigo --,neu,0.0
"I'm just waiting for football, honestly",pos,0.4588
The what in tarnation memes are great,pos,0.6249
Yo Dave and busters is so lit,neu,0.0
"And Patrick McCaffery finishes the half with an awesome block leading to a layup. He looks like he weighs 140 pounds, but he's talented.",pos,0.7783
"what kills me is the caption ""what a powerful exhibit"" when in reality it should've been ""what the fuck am I looking at""",neg,-0.6369
I miss my sister so much and my parents are in Austin w her and I couldn't go,neg,-0.1531
it was nice meeting you at Frostbite!,pos,0.4753
ahhh well want to have a friendly match? And I'm just looking at my team,pos,0.6808
"And you need to stop throwing the word ""pirates"" around today, it's rubbing everyone the wrong way",neg,-0.6486
Lmao I love this. Check rn,pos,0.8442
'Boys will be boys'. This is what Mulayam would be saying to Akhilesh after the UP election results.,neu,0.0
"LEGENDS MY QUEEN'S, THAT'S THE BEST GIRL BAND OF ALL TIME !",pos,0.6696
"I'd you're not onboard, one question...why not? Do you not like ? Sorry, that's 2 questions.",neg,-0.3067
Teacher Arrested For Attacking And Breaking The Jaw &gt;&gt;,neg,-0.7269
that'll be lit. It's gotta be that or against another good team,pos,0.4404
the stripped shirt im wearing today reminds me of the shirt luke wore last year im slflmnl and iM SO EMO PLS IGNORE ME,neg,-0.2843
I've paid my dues now it's time to collect...,neu,0.0
yea in the hospital,neu,0.0
Quick get liberals out there to push them back into the water!,neu,0.0
I could use a massage right now.,neu,0.0
"can someone make sure mike knows tomorrow is daylight savings, cause it isn't till the 26th in europe",pos,0.3182
PUT RANGO IN THE SETLIST,neu,0.0
I mean the whole thing is pretty perfect.,pos,0.7845
Thank you,pos,0.3612
Beyond deserved Such an inspiration!,pos,0.5707
really cant remember what this movie called and I'm getting mad,neg,-0.4939
*gives you as he goes to shop and buys icecream and eats *who would run just for an icecream,neu,0.0
The Coffee Lord.,neu,0.0
What do you mean ?,neu,0.0
Thank you!,pos,0.4199
Spot the difference,neu,0.0
He wanted to race me in his truck...so we did. I won by the way,pos,0.5719
"Echolyn - ""As the World"" Live in Detroit 1995",neu,0.0
can you ask them if they would REALLY like to pay off my mortgage as well?,pos,0.511
